dito1,dito2,dito3,dito4,target
4721,4477,5932,3764,0
4721,4477,5932,3764,0
4491,4493,5943,3755,0
4491,4493,5943,3755,0
4560,4506,5923,3757,0
4560,4506,5923,3757,0
4687,4530,5966,3725,0
4687,4530,5966,3725,0
4951,4563,6003,3715,0
4951,4563,6003,3715,0
4870,4599,6039,3722,0
4870,4599,6039,3722,0
4562,4626,6061,3771,0
4562,4626,6061,3771,0
4405,4643,6068,3780,0
4405,4643,6068,3780,0
4504,4643,6081,3788,0
4504,4643,6081,3788,0
4653,4650,6071,3791,0
4653,4650,6071,3791,0
4899,4650,6081,3791,0
4899,4650,6081,3791,0
5122,4673,6104,3799,0
5122,4673,6104,3799,0
4719,4685,6117,3814,0
4719,4685,6117,3814,0
4626,4670,6098,3818,0
4626,4670,6098,3818,0
4812,4667,6092,3836,0
4812,4667,6092,3836,0
5097,4687,6103,3843,0
5097,4687,6103,3843,0
5246,4707,6131,3848,0
5246,4707,6131,3848,0
4700,4701,6124,3836,0
4700,4701,6124,3836,0
4846,4692,6117,3844,0
4846,4692,6117,3844,0
5169,4700,6125,3847,0
5169,4700,6125,3847,0
5241,4726,6142,3858,0
5241,4726,6142,3858,0
4807,4719,6138,3849,0
4807,4719,6138,3849,0
4762,4719,6134,3838,0
4762,4719,6134,3838,0
4958,4733,6152,3862,0
4958,4733,6152,3862,0
5266,4746,6164,3875,0
5266,4746,6164,3875,0
5354,4751,6169,3876,0
5354,4751,6169,3876,0
4821,4750,6169,3867,0
4821,4750,6169,3867,0
4702,4735,6150,3844,0
4702,4735,6150,3844,0
4758,4734,6141,3821,0
4758,4734,6141,3821,0
4896,4736,6153,3859,0
4896,4736,6153,3859,0
5120,4741,6160,3867,0
5120,4741,6160,3867,0
5345,4757,6177,3876,0
5345,4757,6177,3876,0
4805,4767,6188,3876,0
4805,4767,6188,3876,0
4680,4768,6185,3869,0
4680,4768,6185,3869,0
4869,4789,6166,3892,0
4869,4789,6166,3892,0
5102,4749,6168,3883,0
5102,4749,6168,3883,0
5244,4756,6174,3884,0
5244,4756,6174,3884,0
4690,4740,6159,3872,0
4690,4740,6159,3872,0
4841,4760,6180,3875,0
4841,4760,6180,3875,0
5162,4768,6185,3884,0
5162,4768,6185,3884,0
5173,4774,6194,3878,0
5173,4774,6194,3878,0
4915,4769,6170,3880,0
4915,4769,6170,3880,0
5003,4777,6199,3884,0
5003,4777,6199,3884,0
5359,4780,6191,3896,0
5359,4780,6191,3896,0
5295,4768,6186,3897,0
5295,4768,6186,3897,0
4765,4760,6175,3886,0
4765,4760,6175,3886,0
4735,4744,6162,3879,0
4735,4744,6162,3879,0
5043,4775,6175,3882,0
5043,4775,6175,3882,0
5327,4787,6199,3876,0
5327,4787,6199,3876,0
5059,4770,6179,3874,0
5059,4770,6179,3874,0
4700,4774,6195,3871,0
4700,4774,6195,3871,0
4539,4755,6172,3849,0
4539,4755,6172,3849,0
4736,4761,6172,3862,0
4736,4761,6172,3862,0
4975,4768,6166,3887,0
4975,4768,6166,3887,0
5168,4769,6175,3884,0
5168,4769,6175,3884,0
4745,4785,6197,3886,0
4745,4785,6197,3886,0
4415,4767,6181,3852,0
4415,4767,6181,3852,0
4393,4741,6159,3833,0
4393,4741,6159,3833,0
4630,4690,6118,3851,0
4630,4690,6118,3851,0
4728,4693,6123,3861,0
4728,4693,6123,3861,0
4916,4715,6122,3869,0
4916,4715,6122,3869,0
4525,4738,6153,3874,0
4525,4738,6153,3874,0
4406,4745,6163,3873,0
4406,4745,6163,3873,0
4546,4755,6170,3872,0
4546,4755,6170,3872,0
4647,4759,6177,3873,0
4647,4759,6177,3873,0
4717,4757,6176,3878,0
4717,4757,6176,3878,0
4875,4760,6163,3885,0
4875,4760,6163,3885,0
4600,4753,6179,3872,0
4600,4753,6179,3872,0
4563,4741,6161,3878,0
4563,4741,6161,3878,0
4636,4751,6170,3881,0
4636,4751,6170,3881,0
4683,4765,6179,3897,0
4683,4765,6179,3897,0
4995,4773,6186,3906,0
4995,4773,6186,3906,0
5124,4789,6198,3911,0
5124,4789,6198,3911,0
4790,4711,6124,3893,0
4790,4711,6124,3893,0
4823,4721,6144,3898,0
4823,4721,6144,3898,0
5078,4627,6062,3907,0
5078,4627,6062,3907,0
5283,4833,6240,3894,0
5283,4833,6240,3894,0
5300,4885,6284,3910,0
5300,4885,6284,3910,0
4633,4874,6277,3883,0
4633,4874,6277,3883,0
4491,4846,6237,3868,0
4491,4846,6237,3868,0
4595,4810,6222,3872,0
4595,4810,6222,3872,0
4700,4827,6233,3889,0
4700,4827,6233,3889,0
5146,4898,6293,3902,0
5146,4898,6293,3902,0
4724,4889,6279,3900,0
4724,4889,6279,3900,0
4677,4893,6282,3894,0
4677,4893,6282,3894,0
4726,4912,6276,3912,0
4726,4912,6276,3912,0
4896,4900,6289,3908,0
4896,4900,6289,3908,0
5224,4916,6308,3911,0
5224,4916,6308,3911,0
4696,4906,6303,3901,0
4696,4906,6303,3901,0
4601,4894,6288,3883,0
4601,4894,6288,3883,0
4588,4894,6283,3867,0
4588,4894,6283,3867,0
4799,4898,6289,3893,0
4799,4898,6289,3893,0
5081,4877,6256,3899,0
5081,4877,6256,3899,0
5267,4840,6259,3904,0
5267,4840,6259,3904,0
4739,4867,6267,3894,0
4739,4867,6267,3894,0
4601,4859,6256,3885,0
4601,4859,6256,3885,0
4592,4855,6259,3884,0
4592,4855,6259,3884,0
5023,4849,6252,3906,0
5023,4849,6252,3906,0
5021,4886,6264,3918,0
5021,4886,6264,3918,0
4765,4877,6268,3893,0
4765,4877,6268,3893,0
4857,4856,6254,3863,0
4857,4856,6254,3863,0
5072,4876,6271,3889,0
5072,4876,6271,3889,0
5182,4875,6268,3903,0
5182,4875,6268,3903,0
5345,4808,6223,3905,0
5345,4808,6223,3905,0
5071,4859,6234,3914,0
5071,4859,6234,3914,0
4772,4882,6265,3884,0
4772,4882,6265,3884,0
5029,4854,6256,3906,0
5029,4854,6256,3906,0
5274,4811,6221,3898,0
5274,4811,6221,3898,0
5378,4822,6230,3897,0
5378,4822,6230,3897,0
4676,4840,6244,3868,0
4676,4840,6244,3868,0
4408,4816,6225,3829,0
4408,4816,6225,3829,0
4451,4806,6197,3831,0
4451,4806,6197,3831,0
4619,4829,6228,3861,0
4619,4829,6228,3861,0
5081,4803,6205,3886,0
5081,4803,6205,3886,0
5236,4851,6249,3881,0
5236,4851,6249,3881,0
5191,4872,6273,3879,0
5191,4872,6273,3879,0
4581,4796,6206,3855,0
4581,4796,6206,3855,0
4711,4723,6125,3870,0
4711,4723,6125,3870,0
5166,4669,6098,3886,0
5166,4669,6098,3886,0
5305,4779,6186,3901,0
5305,4779,6186,3901,0
4671,4762,6176,3853,0
4671,4762,6176,3853,0
4701,4766,6183,3842,0
4701,4766,6183,3842,0
4808,4797,6204,3875,0
4808,4797,6204,3875,0
5125,4815,6222,3913,0
5125,4815,6222,3913,0
5280,4749,6154,3878,0
5280,4749,6154,3878,0
5271,4749,6163,3885,0
5271,4749,6163,3885,0
4635,4792,6205,3867,0
4635,4792,6205,3867,0
4755,4809,6217,3863,0
4755,4809,6217,3863,0
5220,4780,6197,3895,0
5220,4780,6197,3895,0
5345,4798,6202,3909,0
5345,4798,6202,3909,0
5076,4842,6231,3894,0
5076,4842,6231,3894,0
4941,4855,6250,3886,0
4941,4855,6250,3886,0
5262,4824,6229,3917,0
5262,4824,6229,3917,0
5361,4857,6245,3938,0
5361,4857,6245,3938,0
4969,4873,6266,3893,0
4969,4873,6266,3893,0
5129,4865,6267,3913,0
5129,4865,6267,3913,0
5370,4853,6228,3936,0
5370,4853,6228,3936,0
5257,4856,6257,3923,0
5257,4856,6257,3923,0
4777,4862,6270,3875,0
4777,4862,6270,3875,0
4986,4846,6242,3871,0
4986,4846,6242,3871,0
5343,4797,6211,3903,0
5343,4797,6211,3903,0
5497,4754,6169,3874,0
5497,4754,6169,3874,0
5563,4778,6186,3846,0
5563,4778,6186,3846,0
5097,4836,6227,3851,0
5097,4836,6227,3851,0
5187,4838,6238,3872,0
5187,4838,6238,3872,0
5448,4763,6179,3872,0
5448,4763,6179,3872,0
5520,4818,6227,3897,0
5520,4818,6227,3897,0
5236,4831,6239,3882,0
5236,4831,6239,3882,0
5248,4848,6246,3910,0
5248,4848,6246,3910,0
5471,4842,6231,3940,0
5471,4842,6231,3940,0
5648,4843,6243,3950,0
5648,4843,6243,3950,0
5344,4856,6257,3876,0
5344,4856,6257,3876,0
5351,4825,6229,3822,0
5351,4825,6229,3822,0
5376,4840,6244,3828,0
5376,4840,6244,3828,0
5160,4838,6241,3832,0
5160,4838,6241,3832,0
4848,4846,6217,3841,0
